0
0
green
67.0;127.0;green
121.0;127.0;yellow
175.0;127.0;blue
229.0;127.0;yellow
283.0;127.0;green
337.0;127.0;green
391.0;127.0;yellow
445.0;127.0;red
499.0;127.0;blue
553.0;127.0;yellow
607.0;127.0;yellow
661.0;127.0;green
94.0;181.0;green
148.0;181.0;red
202.0;181.0;green
256.0;181.0;green
310.0;181.0;blue
364.0;181.0;blue
418.0;181.0;yellow
472.0;181.0;green
526.0;181.0;green
580.0;181.0;red
634.0;181.0;green
67.0;235.0;blue
121.0;235.0;yellow
175.0;235.0;blue
229.0;235.0;green
283.0;235.0;yellow
337.0;235.0;green
391.0;235.0;yellow
445.0;235.0;yellow
499.0;235.0;blue
553.0;235.0;red
607.0;235.0;yellow
661.0;235.0;blue
94.0;289.0;blue
148.0;289.0;yellow
202.0;289.0;yellow
256.0;289.0;yellow
310.0;289.0;green
364.0;289.0;red
418.0;289.0;yellow
472.0;289.0;red
526.0;289.0;yellow
580.0;289.0;yellow
634.0;289.0;yellow
