16
6
red
67.0;775.0;blue
121.0;775.0;green
175.0;775.0;red
229.0;775.0;green
283.0;775.0;yellow
337.0;775.0;blue
391.0;775.0;green
445.0;775.0;green
499.0;775.0;green
553.0;775.0;red
607.0;775.0;green
661.0;775.0;red
94.0;829.0;green
148.0;829.0;yellow
202.0;829.0;green
256.0;829.0;blue
310.0;829.0;yellow
364.0;829.0;green
418.0;829.0;red
526.0;829.0;red
580.0;829.0;red
634.0;829.0;blue
67.0;883.0;green
121.0;883.0;red
175.0;883.0;green
391.0;883.0;red
499.0;883.0;blue
553.0;883.0;blue
607.0;883.0;green
661.0;883.0;green
94.0;937.0;yellow
148.0;937.0;red
202.0;937.0;blue
418.0;937.0;red
580.0;937.0;red
634.0;937.0;red
67.0;667.0;yellow
121.0;667.0;green
175.0;667.0;yellow
229.0;667.0;green
283.0;667.0;green
337.0;667.0;blue
391.0;667.0;red
445.0;667.0;yellow
499.0;667.0;red
553.0;667.0;blue
607.0;667.0;red
661.0;667.0;yellow
94.0;721.0;green
148.0;721.0;yellow
202.0;721.0;blue
256.0;721.0;blue
310.0;721.0;green
364.0;721.0;red
418.0;721.0;green
472.0;721.0;blue
526.0;721.0;blue
580.0;721.0;green
634.0;721.0;blue
67.0;559.0;green
121.0;559.0;red
175.0;559.0;yellow
229.0;559.0;yellow
283.0;559.0;green
337.0;559.0;yellow
391.0;559.0;yellow
445.0;559.0;red
499.0;559.0;green
553.0;559.0;red
607.0;559.0;blue
661.0;559.0;blue
94.0;613.0;yellow
148.0;613.0;red
202.0;613.0;yellow
256.0;613.0;red
310.0;613.0;blue
364.0;613.0;blue
418.0;613.0;yellow
472.0;613.0;red
526.0;613.0;green
580.0;613.0;yellow
634.0;613.0;green
67.0;451.0;yellow
121.0;451.0;red
175.0;451.0;blue
229.0;451.0;green
283.0;451.0;red
337.0;451.0;blue
391.0;451.0;red
445.0;451.0;yellow
499.0;451.0;blue
553.0;451.0;blue
607.0;451.0;yellow
661.0;451.0;yellow
94.0;505.0;blue
148.0;505.0;green
202.0;505.0;blue
256.0;505.0;green
310.0;505.0;blue
364.0;505.0;green
418.0;505.0;red
472.0;505.0;red
526.0;505.0;red
580.0;505.0;red
634.0;505.0;yellow
67.0;343.0;green
121.0;343.0;yellow
175.0;343.0;red
229.0;343.0;red
283.0;343.0;red
337.0;343.0;blue
391.0;343.0;yellow
445.0;343.0;red
499.0;343.0;red
553.0;343.0;red
607.0;343.0;yellow
661.0;343.0;blue
94.0;397.0;yellow
148.0;397.0;red
202.0;397.0;yellow
256.0;397.0;yellow
310.0;397.0;yellow
364.0;397.0;red
418.0;397.0;yellow
472.0;397.0;red
526.0;397.0;green
580.0;397.0;red
634.0;397.0;red
67.0;235.0;green
121.0;235.0;green
175.0;235.0;red
229.0;235.0;green
283.0;235.0;blue
337.0;235.0;green
391.0;235.0;yellow
445.0;235.0;yellow
499.0;235.0;blue
553.0;235.0;yellow
607.0;235.0;yellow
661.0;235.0;yellow
94.0;289.0;green
148.0;289.0;red
202.0;289.0;blue
256.0;289.0;yellow
310.0;289.0;blue
364.0;289.0;green
418.0;289.0;yellow
472.0;289.0;blue
526.0;289.0;blue
580.0;289.0;yellow
634.0;289.0;green
67.0;127.0;red
121.0;127.0;yellow
175.0;127.0;green
229.0;127.0;red
283.0;127.0;red
337.0;127.0;red
391.0;127.0;red
445.0;127.0;blue
499.0;127.0;red
553.0;127.0;red
607.0;127.0;red
661.0;127.0;blue
94.0;181.0;red
148.0;181.0;green
202.0;181.0;yellow
256.0;181.0;red
310.0;181.0;green
364.0;181.0;red
418.0;181.0;yellow
472.0;181.0;blue
526.0;181.0;yellow
580.0;181.0;green
634.0;181.0;blue
