0
0
green
67.0;127.0;yellow
121.0;127.0;blue
175.0;127.0;blue
229.0;127.0;red
283.0;127.0;blue
337.0;127.0;red
391.0;127.0;green
445.0;127.0;red
499.0;127.0;green
553.0;127.0;red
607.0;127.0;yellow
661.0;127.0;green
94.0;181.0;blue
148.0;181.0;green
202.0;181.0;red
256.0;181.0;green
310.0;181.0;green
364.0;181.0;red
418.0;181.0;yellow
472.0;181.0;yellow
526.0;181.0;yellow
580.0;181.0;yellow
634.0;181.0;blue
67.0;235.0;green
121.0;235.0;blue
175.0;235.0;green
229.0;235.0;red
283.0;235.0;green
337.0;235.0;blue
391.0;235.0;red
445.0;235.0;blue
499.0;235.0;red
553.0;235.0;green
607.0;235.0;green
661.0;235.0;yellow
94.0;289.0;red
148.0;289.0;blue
202.0;289.0;yellow
256.0;289.0;blue
310.0;289.0;blue
364.0;289.0;green
418.0;289.0;green
472.0;289.0;blue
526.0;289.0;red
580.0;289.0;yellow
634.0;289.0;red
